,ID,Sales
0,T1188341,55165.109580513716
1,T1188342,39598.322075684344
2,T1188343,78538.45352586047
3,T1188344,38033.82824694683
4,T1188345,40935.81117573541
5,T1188346,96321.31536701538
6,T1188347,64277.170623253645
7,T1188348,50519.95120478194
8,T1188349,54079.07457269494
9,T1188350,35296.40171341864
10,T1188351,44142.08455188932
11,T1188352,47170.45270728581
12,T1188353,40348.138320043196
13,T1188354,38400.59152742762
14,T1188355,41359.632567821216
15,T1188356,35901.54446562938
16,T1188357,47376.796927618256
17,T1188358,23172.75831443502
18,T1188359,32586.489647983344
19,T1188360,56016.90451288035
20,T1188361,32104.236601251992
21,T1188362,41289.90818887386
22,T1188363,42536.09593033244
23,T1188364,32073.062720284077
24,T1188365,38723.992402003176
25,T1188366,31854.530736895347
26,T1188367,36972.86489630532
27,T1188368,32661.000618299433
28,T1188369,37690.7176039113
29,T1188370,47472.14034278744
30,T1188371,38204.120396011574
31,T1188372,58903.530815182385
32,T1188373,35519.05686028629
33,T1188374,33999.854383537924
34,T1188375,85609.89166653366
35,T1188376,69166.6243619615
36,T1188377,33667.5106903919
37,T1188378,34191.73472086338
38,T1188379,28508.338524582563
39,T1188380,67093.88221815955
40,T1188381,31825.3481723462
41,T1188382,36972.86489630532
42,T1188383,34014.31868853034
43,T1188384,33647.98511206705
44,T1188385,45913.78485451874
45,T1188386,39077.941485373885
46,T1188387,67543.00245220892
47,T1188388,66841.86752362577
48,T1188389,33661.1797522685
49,T1188390,102699.4196296082
50,T1188391,37980.77320527439
51,T1188392,51227.89349055555
52,T1188393,67970.86676906723
53,T1188394,50463.139108534044
54,T1188395,36450.76682910512
55,T1188396,80194.18091208633
56,T1188397,42622.469502479515
57,T1188398,42665.25271391865
58,T1188399,40322.10523054096
59,T1188400,47401.70633697379
60,T1188401,34977.37084036644
61,T1188402,21044.248300607374
62,T1188403,52795.96613998555
63,T1188404,32767.07978498424
64,T1188405,37973.71824889203
65,T1188406,25033.89905066408
66,T1188407,54457.21818946016
67,T1188408,37347.14623971507
68,T1188409,43147.440688317045
69,T1188410,26458.70399878767
70,T1188411,56846.59003548527
71,T1188412,24335.269044333472
72,T1188413,38892.49574558382
73,T1188414,29009.99666886573
74,T1188415,36107.1099529348
75,T1188416,45330.85900684205
76,T1188417,52582.67990614499
77,T1188418,43938.37365838585
78,T1188419,47090.032975994254
79,T1188420,55913.75783137229
80,T1188421,23835.02638821912
81,T1188422,51620.172421133466
82,T1188423,69473.27921361063
83,T1188424,38399.93557890063
84,T1188425,36561.11196813877
85,T1188426,38892.49574558382
86,T1188427,58398.79203665971
87,T1188428,38674.62831069407
88,T1188429,62836.405011982686
89,T1188430,55528.05397210471
90,T1188431,40446.27989694816
91,T1188432,22624.8152900619
92,T1188433,56770.094340071606
93,T1188434,37309.17154785307
94,T1188435,35270.20622149635
95,T1188436,55111.79200310773
96,T1188437,54517.677123435475
97,T1188438,25753.91258484402
98,T1188439,49624.326101262064
99,T1188440,39892.8969427875
100,T1188441,32034.942830465683
101,T1188442,45401.534180264374
102,T1188443,43711.11845353687
103,T1188444,39992.761380572556
104,T1188445,36366.908069713354
105,T1188446,28022.225947109993
106,T1188447,60045.93226299175
107,T1188448,65419.469890000386
108,T1188449,42019.39291000435
109,T1188450,36736.12938260918
110,T1188451,52750.069155299076
111,T1188452,22024.17340731432
112,T1188453,46287.57890770596
113,T1188454,30246.55542143506
114,T1188455,63911.19208926164
115,T1188456,29251.741358347364
116,T1188457,30473.974647214854
117,T1188458,35646.00399206547
118,T1188459,64486.18685239689
119,T1188460,23518.13989982338
120,T1188461,44459.91690749268
121,T1188462,38366.57838379808
122,T1188463,25947.683691420636
123,T1188464,50143.728890118604
124,T1188465,42406.61440773267
125,T1188466,32975.637485931904
126,T1188467,26932.333644397666
127,T1188468,45055.047661458106
128,T1188469,40035.0535125798
129,T1188470,24035.742044917413
130,T1188471,44267.408803511935
131,T1188472,46759.378955966225
132,T1188473,40710.768294472306
133,T1188474,56653.543866212305
134,T1188475,17081.668737810534
135,T1188476,49465.25701626085
136,T1188477,36479.57110479544
137,T1188478,36909.88306899461
138,T1188479,20498.39970568727
139,T1188480,50017.669992070114
140,T1188481,55534.08495165096
141,T1188482,47180.0872032752
142,T1188483,52646.3160051347
143,T1188484,51826.53477697733
144,T1188485,28786.091076698325
145,T1188486,21418.083845934612
146,T1188487,39103.26045147793
147,T1188488,39334.81741648464
148,T1188489,34538.71835965342
149,T1188490,50265.97120995803
150,T1188491,44815.27609866241
151,T1188492,30019.168655943646
152,T1188493,33872.914560314355
153,T1188494,52771.74138344099
154,T1188495,25676.8587170466
155,T1188496,48919.03555325529
156,T1188497,27828.212060067395
157,T1188498,34518.839715408816
158,T1188499,41829.65471046894
159,T1188500,54548.47960757248
160,T1188501,34084.73163834428
161,T1188502,40591.287566898274
162,T1188503,29727.28449842863
163,T1188504,33431.60528721857
164,T1188505,33237.94615679291
165,T1188506,56393.48699872827
166,T1188507,45538.004060371284
167,T1188508,44052.2364842838
168,T1188509,28263.838926921537
169,T1188510,36474.10756694329
170,T1188511,37126.52767325901
171,T1188512,41176.93662175316
172,T1188513,31852.508055363345
173,T1188514,37976.96182507011
174,T1188515,59026.68474960241
175,T1188516,37446.30888231008
176,T1188517,56814.30177529148
177,T1188518,35875.599532917244
178,T1188519,46235.61172306703
179,T1188520,23652.879220383697
180,T1188521,50656.64878681674
181,T1188522,37531.69793271265
182,T1188523,32601.72503445981
183,T1188524,47397.63154916397
184,T1188525,62514.831232164266
185,T1188526,32495.97683691758
186,T1188527,38021.07480172886
187,T1188528,37683.57351888948
188,T1188529,54489.23412653434
189,T1188530,40534.69334979826
190,T1188531,52658.72391142452
191,T1188532,45201.905191197024
192,T1188533,39942.10294743017
193,T1188534,40758.960913342664
194,T1188535,54510.00295988499
195,T1188536,60026.58787443723
196,T1188537,88886.9085918547
197,T1188538,59877.2466493417
198,T1188539,44860.89348983361
199,T1188540,38836.995259524636
200,T1188541,37369.920335756404
201,T1188542,66607.98714809662
202,T1188543,40828.28226010745
203,T1188544,41309.86696280632
204,T1188545,38205.529651801844
205,T1188546,27525.52911742882
206,T1188547,39874.41677129215
207,T1188548,48765.88166241265
208,T1188549,33431.791238877435
209,T1188550,40716.4668289868
210,T1188551,47131.7127430281
211,T1188552,19693.241399897805
212,T1188553,42725.70554367724
213,T1188554,68450.30245286529
214,T1188555,36267.93000991518
215,T1188556,62485.08582218268
216,T1188557,25824.713403910588
217,T1188558,28258.27657767333
218,T1188559,39904.111681806164
219,T1188560,39614.9416741565
220,T1188561,47116.040269976394
221,T1188562,27971.78514530377
222,T1188563,39507.15941574511
223,T1188564,56802.209949757766
224,T1188565,41718.985671323266
225,T1188566,45876.134083990306
226,T1188567,55915.36345902254
227,T1188568,24893.064310349448
228,T1188569,41256.73392957994
229,T1188570,38863.75925242598
230,T1188571,28475.79608945731
231,T1188572,59114.02940240856
232,T1188573,33691.638094674716
233,T1188574,38800.95435605469
234,T1188575,40496.39162227614
235,T1188576,55278.44900663861
236,T1188577,40342.08367556278
237,T1188578,31558.186062493813
238,T1188579,35086.30299617726
239,T1188580,34124.39791861369
240,T1188581,37243.750086572676
241,T1188582,29672.80968636835
242,T1188583,33657.489571099635
243,T1188584,29730.246074597628
244,T1188585,80150.86368408262
245,T1188586,34421.85116872147
246,T1188587,53087.98030352015
247,T1188588,32161.437147888944
248,T1188589,27371.12891236533
249,T1188590,43811.23720204748
250,T1188591,32098.956222304027
251,T1188592,33984.63498832497
252,T1188593,21848.587346584336
253,T1188594,85874.23502874897
254,T1188595,30241.254209201375
255,T1188596,40469.86160509636
256,T1188597,95522.483934784
257,T1188598,58085.88915254871
258,T1188599,56784.598016075055
259,T1188600,33735.360747717175
260,T1188601,45840.395593483176
261,T1188602,27717.658795924508
262,T1188603,79246.6315165439
263,T1188604,41368.04030236648
264,T1188605,68991.68054383347
265,T1188606,28666.882365313795
266,T1188607,60833.17544466292
267,T1188608,44541.84023722685
268,T1188609,29713.30334730687
269,T1188610,63421.231755208304
270,T1188611,32092.533010403884
271,T1188612,52361.97480798138
272,T1188613,47838.88113235577
273,T1188614,53488.73298517302
274,T1188615,31193.94674713926
275,T1188616,59175.114243365715
276,T1188617,31507.53347991315
277,T1188618,53677.49797017215
278,T1188619,24121.347770705426
279,T1188620,38415.14287567849
280,T1188621,36629.88197690524
281,T1188622,37333.89843424889
282,T1188623,40678.13944449945
283,T1188624,23281.620180831505
284,T1188625,67862.62476696026
285,T1188626,38814.89321318255
286,T1188627,38918.732140838394
287,T1188628,43311.1408090652
288,T1188629,33678.63063291626
289,T1188630,37316.2203214375
290,T1188631,31690.881939530598
291,T1188632,43172.605426537884
292,T1188633,40410.466642844425
293,T1188634,33920.68632798109
294,T1188635,44077.57208988942
295,T1188636,29991.856623828273
296,T1188637,45434.78555140846
297,T1188638,31532.529218488275
298,T1188639,82063.24940894333
299,T1188640,29385.37305139414
300,T1188641,39436.646574880375
301,T1188642,37846.686234415356
302,T1188643,46215.19875062732
303,T1188644,30384.611055350986
304,T1188645,32585.46833145141
305,T1188646,32887.03909479493
306,T1188647,33458.90953990756
307,T1188648,40257.467016728784
308,T1188649,29387.920955105536
309,T1188650,27990.241719208265
310,T1188651,32676.13796577174
311,T1188652,71214.1269660755
312,T1188653,56185.780402420176
313,T1188654,42041.60785011899
314,T1188655,34240.207946079216
315,T1188656,47006.098759187626
316,T1188657,44615.45031612755
317,T1188658,44076.96723215
318,T1188659,51705.01458932776
319,T1188660,31047.633226951802
320,T1188661,57604.06904201689
321,T1188662,58994.826212100736
322,T1188663,38943.30723247672
323,T1188664,24388.04302909743
324,T1188665,37421.11823509305
325,T1188666,53087.74641879793
326,T1188667,39305.91225562936
327,T1188668,68015.77371720744
328,T1188669,64067.98421140165
329,T1188670,93007.50935287372
330,T1188671,58886.74661369433
331,T1188672,65051.17745831469
332,T1188673,55968.20336792856
333,T1188674,41529.1665467903
334,T1188675,52388.34216966834
335,T1188676,41232.7263760382
336,T1188677,29304.34113246469
337,T1188678,51911.83871811414
338,T1188679,55613.26695998196
339,T1188680,27400.348618007374
340,T1188681,29209.956747895623
341,T1188682,52009.42893115564
342,T1188683,42961.2037193489
343,T1188684,26376.188976451744
344,T1188685,53603.805766469384
345,T1188686,38013.33209973804
346,T1188687,45588.01730874017
347,T1188688,37244.29816277602
348,T1188689,43784.86227035766
349,T1188690,37655.03714345276
350,T1188691,52895.600138555914
351,T1188692,36139.302892571526
352,T1188693,52047.04214716453
353,T1188694,28143.685029780183
354,T1188695,31660.592938499885
355,T1188696,49873.67584860307
356,T1188697,33566.23320974029
357,T1188698,50762.93954554853
358,T1188699,51909.311885905256
359,T1188700,46280.54278093768
360,T1188701,29273.52216538879
361,T1188702,63497.014636423584
362,T1188703,26974.29165997121
363,T1188704,40353.8038808808
364,T1188705,55461.44576115315
365,T1188706,92274.62346266418
366,T1188707,35752.76234839681
367,T1188708,27983.961829915046
368,T1188709,51732.254696385266
369,T1188710,67828.18274855037
370,T1188711,44717.232850704626
371,T1188712,32027.217467557588
372,T1188713,66571.86515252516
373,T1188714,41198.82277399112
374,T1188715,33114.93066555237
375,T1188716,19934.846643021683
376,T1188717,57357.321455487014
377,T1188718,43243.13910324012
378,T1188719,40145.47083502985
379,T1188720,23768.97781724689
380,T1188721,26775.489097480146
381,T1188722,59746.11087606101
382,T1188723,69166.79338001183
383,T1188724,20687.089073189843
384,T1188725,48123.28383185678
385,T1188726,51078.41558430984
386,T1188727,41973.39370646074
387,T1188728,56585.16286799933
388,T1188729,39616.68480258643
389,T1188730,47700.05606378291
390,T1188731,58367.94673542451
391,T1188732,33409.40876599808
392,T1188733,54220.29392410812
393,T1188734,67629.82400121997
394,T1188735,21173.827333459285
395,T1188736,29107.068226147832
396,T1188737,32293.592590585835
397,T1188738,22186.477335602045
398,T1188739,36722.81256101133
399,T1188740,38037.30645740999
400,T1188741,36671.777971265765
401,T1188742,53739.22542421742
402,T1188743,38494.36257159515
403,T1188744,42167.79295383754
404,T1188745,59754.17088400312
405,T1188746,46190.243259288865
406,T1188747,38777.283061728325
407,T1188748,56040.03850807882
408,T1188749,34598.01366832296
409,T1188750,31317.47998296959
410,T1188751,52673.92842278046
411,T1188752,25080.734073500866
412,T1188753,60286.29538931709
413,T1188754,41658.103205921805
414,T1188755,53092.036222888055
415,T1188756,39250.65711579466
416,T1188757,32806.23716995462
417,T1188758,57673.55493821752
418,T1188759,60124.17675611755
419,T1188760,45337.3481408046
420,T1188761,39724.388794941005
421,T1188762,65598.33405745986
422,T1188763,44783.97081593424
423,T1188764,26155.36380425028
424,T1188765,47422.12349227562
425,T1188766,38835.23015247722
426,T1188767,38284.5562732221
427,T1188768,28566.57854358429
428,T1188769,29077.504013374433
429,T1188770,56856.92441911525
430,T1188771,52080.98959212494
431,T1188772,40195.73949866318
432,T1188773,54615.49265801417
433,T1188774,47421.843225601006
434,T1188775,39369.072024387155
435,T1188776,28316.574469855896
436,T1188777,25437.531311527393
437,T1188778,25848.915478944135
438,T1188779,55966.89528733663
439,T1188780,50551.87862482618
440,T1188781,39635.922103022516
441,T1188782,52408.87608691771
442,T1188783,34012.87497927562
443,T1188784,30812.113359259034
444,T1188785,33805.6993089327
445,T1188786,57249.03402478571
446,T1188787,47403.24358250556
447,T1188788,45331.72503701399
448,T1188789,24158.185755557854
449,T1188790,29930.439523883986
450,T1188791,43931.5620319166
451,T1188792,29073.205259764243
452,T1188793,52819.39509059902
453,T1188794,37090.948647614954
454,T1188795,38507.578640306565
455,T1188796,37311.569145626214
456,T1188797,57354.60519736623
457,T1188798,41911.52651172215
458,T1188799,29550.472979085607
459,T1188800,75784.7025192123
460,T1188801,31822.908959038374
461,T1188802,29626.336817872325
462,T1188803,33200.228135192396
463,T1188804,30422.743115850542
464,T1188805,46817.09824163238
465,T1188806,36666.75336534241
466,T1188807,31032.03130852824
467,T1188808,36991.701262341245
468,T1188809,54582.87931222725
469,T1188810,29901.497198572284
470,T1188811,26451.349672015403
471,T1188812,41037.16413601089
472,T1188813,29570.938608079767
473,T1188814,39075.20467260507
474,T1188815,28018.55593799274
475,T1188816,40738.8672353058
476,T1188817,42275.531279581555
477,T1188818,34081.3134255297
478,T1188819,57257.655928235705
479,T1188820,43466.917625201604
480,T1188821,34401.930532366314
481,T1188822,49696.87044394366
482,T1188823,83522.24740741734
483,T1188824,60263.6594656942
484,T1188825,47885.3329499797
485,T1188826,52250.948066769335
486,T1188827,39909.10681958701
487,T1188828,40513.13094147682
488,T1188829,36204.126573296664
489,T1188830,23946.059110325295
490,T1188831,55951.76684517446
491,T1188832,44411.01426595851
492,T1188833,47276.45426276384
493,T1188834,26873.09735396422
494,T1188835,42534.2097918605
495,T1188836,29571.582272265066
496,T1188837,40075.62173204395
497,T1188838,34390.62348728378
498,T1188839,16656.642125906557
499,T1188840,29459.531391018198
500,T1188841,50654.433334005196
501,T1188842,41841.32835244784
502,T1188843,37247.98573814803
503,T1188844,56067.36981516947
504,T1188845,44154.012540393625
505,T1188846,33527.6626820411
506,T1188847,46598.77025302067
507,T1188848,38001.28135794334
508,T1188849,32225.355279172156
509,T1188850,57631.435886230065
510,T1188851,52528.783585096884
511,T1188852,43682.26480749597
512,T1188853,34869.199946665154
513,T1188854,44339.573547855405
514,T1188855,40626.82406331666
515,T1188856,31156.834870394323
516,T1188857,41271.28566110011
517,T1188858,46720.958913637856
518,T1188859,45951.40596445905
519,T1188860,53802.418128125755
520,T1188861,38963.80790650687
521,T1188862,34814.99745173948
522,T1188863,26354.70208616013
523,T1188864,50654.30299008979
524,T1188865,44245.311278515925
525,T1188866,42694.94506860967
526,T1188867,37917.03418342786
527,T1188868,42101.43120396288
528,T1188869,33096.504136038675
529,T1188870,34025.54480674959
530,T1188871,51435.177314110275
531,T1188872,36957.53848457612
532,T1188873,41592.03797577577
533,T1188874,36701.000096747746
534,T1188875,57020.522300225515
535,T1188876,39013.05494449553
536,T1188877,39867.08054376933
537,T1188878,36288.80038356696
538,T1188879,27701.78228520435
539,T1188880,79168.34264783004
540,T1188881,38589.42533187896
541,T1188882,96769.54514768904
542,T1188883,54780.59796712129
543,T1188884,66028.20174661578
544,T1188885,40334.148376539044
545,T1188886,32071.949610061925
546,T1188887,35592.783574678026
547,T1188888,37943.45290325427
548,T1188889,24388.385133121003
549,T1188890,44704.57182889607
550,T1188891,32487.17950614925
551,T1188892,37051.1052361112
552,T1188893,29358.079046235664
553,T1188894,82423.04740892093
554,T1188895,42928.65810872576
555,T1188896,33848.90782111617
556,T1188897,39597.53906300693
557,T1188898,105309.97597962753
558,T1188899,38508.165881492525
559,T1188900,39424.28183236789
560,T1188901,37474.54209981106
561,T1188902,68076.29664866702
562,T1188903,69336.10745274798
563,T1188904,51327.87049981263
564,T1188905,32236.421150837035
565,T1188906,36917.96526604253
566,T1188907,23072.18218460133
567,T1188908,38013.656259732525
568,T1188909,61354.9618175324
569,T1188910,37051.1052361112
570,T1188911,51386.79555584096
571,T1188912,68726.86341630222
572,T1188913,89736.08880633226
573,T1188914,44354.106806576005
574,T1188915,29974.133271299554
575,T1188916,43730.1042382026
576,T1188917,50756.70871669632
577,T1188918,30463.369297910456
578,T1188919,61786.86357010714
579,T1188920,40885.70719484946
580,T1188921,55704.632974897904
581,T1188922,25998.158614527543
582,T1188923,43204.6366959619
583,T1188924,41094.70525153103
584,T1188925,22852.65741753834
585,T1188926,57683.848990554645
586,T1188927,57793.81268349629
587,T1188928,53433.5968053783
588,T1188929,37315.18105051766
589,T1188930,56220.80407943818
590,T1188931,35628.447577080966
591,T1188932,64627.79244005842
592,T1188933,34073.673052193415
593,T1188934,47289.6157282345
594,T1188935,29469.54071049164
595,T1188936,42107.99946490138
596,T1188937,32274.23401005639
597,T1188938,31663.79318722383
598,T1188939,39121.085792584825
599,T1188940,42057.033697159
600,T1188941,55612.73855435992
601,T1188942,36307.91231147175
602,T1188943,46472.99535733509
603,T1188944,47354.960941472695
604,T1188945,65060.594992845385
605,T1188946,48371.40025484063
606,T1188947,26951.599404589375
607,T1188948,23334.71647428664
608,T1188949,53245.84078901298
609,T1188950,32428.364857355697
610,T1188951,56714.008855861655
611,T1188952,32601.190139548173
612,T1188953,32545.444191600127
613,T1188954,40796.74560560998
614,T1188955,53589.92714936227
615,T1188956,46789.416062902776
616,T1188957,39334.806814571064
617,T1188958,67626.13535462483
618,T1188959,96706.82292871801
619,T1188960,56449.45202501132
620,T1188961,50436.03399944419
621,T1188962,40994.78599850279
622,T1188963,61074.739140473226
623,T1188964,39355.98674725175
624,T1188965,91381.25645182957
625,T1188966,30771.69309994995
626,T1188967,40776.158404057074
627,T1188968,60122.90797586386
628,T1188969,45760.19423258753
629,T1188970,89116.67982059586
630,T1188971,39750.750510699014
631,T1188972,29347.689422894204
632,T1188973,37892.53806185454
633,T1188974,76406.06160498639
634,T1188975,67759.88070836847
635,T1188976,40926.9159078716
636,T1188977,43822.132791914344
637,T1188978,21909.43775454549
638,T1188979,60035.36309321883
639,T1188980,56651.268430332995
640,T1188981,35517.162730889984
641,T1188982,42301.332400529165
642,T1188983,43698.39131210436
643,T1188984,38695.384012120405
644,T1188985,28059.84821012477
645,T1188986,48475.36312504535
646,T1188987,47649.29525708916
647,T1188988,64260.72963905436
648,T1188989,45920.78741620554
649,T1188990,46422.02005035971
650,T1188991,27132.091459130163
651,T1188992,38945.41184880567
652,T1188993,34310.942101852364
653,T1188994,37773.609191448086
654,T1188995,24462.951422957485
655,T1188996,57704.01575788609
656,T1188997,41459.030396875074
657,T1188998,53580.31220932457
658,T1188999,32901.836037921435
659,T1189000,27813.419482892936
660,T1189001,42347.71599152763
661,T1189002,31987.815615371208
662,T1189003,67924.55611118561
663,T1189004,69369.2423597981
664,T1189005,21986.22729464478
665,T1189006,30332.502720893306
666,T1189007,35076.429525240506
667,T1189008,53858.61303116943
668,T1189009,29300.821998585012
669,T1189010,34301.24586398385
670,T1189011,83349.90250572696
671,T1189012,68875.72522641548
672,T1189013,31951.97191138946
673,T1189014,35739.54382287235
674,T1189015,34270.35641859221
675,T1189016,79463.69988014642
676,T1189017,42509.19056710519
677,T1189018,33615.56295830771
678,T1189019,36800.17207788927
679,T1189020,46607.48770240694
680,T1189021,53128.20036296845
681,T1189022,34338.77088383275
682,T1189023,34002.64779909413
683,T1189024,35904.36230550331
684,T1189025,28037.16967533381
685,T1189026,65238.212370488196
686,T1189027,40369.08444996083
687,T1189028,57787.675128468916
688,T1189029,23639.4599151522
689,T1189030,34556.17522415028
690,T1189031,47297.340124711554
691,T1189032,26305.736344263176
692,T1189033,36053.4211616102
693,T1189034,69993.52783280733
694,T1189035,30001.287591959368
695,T1189036,48446.00363295007
696,T1189037,32469.14964635847
697,T1189038,38295.42818009527
698,T1189039,38136.06761530987
699,T1189040,32844.15050807394
700,T1189041,53131.3413410861
701,T1189042,59097.16245469465
702,T1189043,44682.27451401419
703,T1189044,40711.54511748953
704,T1189045,55466.36637481083
705,T1189046,32503.857829594643
706,T1189047,55831.469096744615
707,T1189048,41009.09573197353
708,T1189049,45464.22086714453
709,T1189050,33118.68289219913
710,T1189051,44933.10804233593
711,T1189052,44830.083133622094
712,T1189053,39146.253680607195
713,T1189054,66464.10215620347
714,T1189055,59846.110766299964
715,T1189056,39320.69555749336
716,T1189057,39997.63274818992
717,T1189058,66620.09166532272
718,T1189059,41418.98185932818
719,T1189060,34413.037633197164
720,T1189061,67948.11186404835
721,T1189062,38785.201261761635
722,T1189063,68800.14341758713
723,T1189064,37925.36351188246
724,T1189065,53549.54183822541
725,T1189066,45993.12596380909
726,T1189067,33663.06404054356
727,T1189068,33877.96738232802
728,T1189069,32712.727363273232
729,T1189070,55205.49925667601
730,T1189071,28537.309667453763
731,T1189072,34474.31557166632
732,T1189073,46879.81381174177
733,T1189074,19598.967163962658
734,T1189075,35429.11146336306
735,T1189076,50177.677546405364
736,T1189077,25650.39540494635
737,T1189078,31687.61304565754
738,T1189079,36635.778206717565
739,T1189080,29331.784783882915
740,T1189081,57430.930736472066
741,T1189082,42379.75687872154
742,T1189083,46972.67803499859
743,T1189084,31416.605799181092
744,T1189085,36663.32239992539
